Element,Molar_ratio,Enthalpy(kJ/mol),std_enthalpy(kJ/mol),a,Delta(%),Omega,Entropy(J/K*mol),Tm(K),std_Tm (%),X,std_X(%),VEC,std_VEC,Phase(0-1),Density(g/com^3),Price(USD/kg)
,0.07-0.23-0.05-0.40-0.22-0.03,0.34144613,3.8182833,1.3790402,2.0099726,56.27033,12.318431,1559.7231,18.339169,1.7437655,9.764663,8.768627,2.0378573,0.0036099148,8.065039,6.6027794
,0.13-0.09-0.27-0.24-0.11-0.16,-12.558069,8.509976,1.4122806,5.9917035,2.3969514,14.261458,2110.6592,25.719265,1.5537765,6.6030116,4.4432044,0.8307891,0.015476553,6.146162,25.176704
,0.27-0.15-0.14-0.09-0.14-0.20,-31.399036,22.66082,1.4423218,10.218861,1.0805963,14.443098,2349.1968,19.429281,1.4871533,13.464953,4.24777,0.43342888,8.132041e-05,8.842713,680.2123
,0.08-0.22-0.09-0.18-0.22-0.05-0.17,-23.149971,12.346597,1.3469789,5.114788,1.1143563,15.273592,1689.0142,15.662119,1.8022554,7.8041344,7.6631126,2.690983,0.20761,6.6368065,18.776684
,0.19-0.27-0.24-0.23-0.03-0.04,-15.700918,7.0519123,1.3448312,3.7361965,1.3742083,13.201234,1634.4178,21.267864,1.8037258,6.76804,7.555012,2.5628834,0.5745201,6.8025537,22.768467
,0.16-0.16-0.23-0.10-0.30-0.05,-15.199611,7.0220995,1.3527746,3.7392888,1.6000503,14.0896635,1726.098,22.710617,1.7738159,7.4633265,7.3181396,2.5770566,0.48824626,6.805968,16.785772
,0.27-0.17-0.08-0.32-0.16,-3.4396858,7.3424945,1.3665012,2.2630613,6.320767,12.606204,1724.6624,23.557688,1.7685797,14.218066,7.8618145,2.628631,0.204289,7.0585647,26.331543
,0.04-0.28-0.34-0.13-0.21,0.07884313,1.7169238,1.4407595,4.508085,346.31104,12.010056,2273.4775,15.289338,1.5477253,10.385034,4.4870224,0.571991,0.99995685,6.494466,25.7747
,0.13-0.08-0.12-0.16-0.13-0.10-0.06-0.02-0.02-0.19,-6.3911357,6.585173,1.3571994,3.608581,4.6659293,17.763075,1678.7961,26.646286,1.7315078,7.896333,7.13041,2.7448351,0.0007063992,6.7005825,13.469346
,0.14-0.17-0.15-0.10-0.10-0.20-0.07-0.07,-13.444702,8.303342,1.3521683,3.4658284,2.138666,16.77912,1713.661,22.777512,1.7689486,7.716068,7.354274,2.7116406,0.15411475,6.7795033,17.915531
,0.09-0.16-0.32-0.16-0.26,-1.4697521,1.8530084,1.4447036,4.9434423,19.623388,12.848166,2244.7944,14.907477,1.5615957,13.893765,4.4962845,0.65329444,0.9997775,6.480654,40.52898
,0.26-0.06-0.20-0.16-0.09-0.23,-13.548902,5.5757365,1.351079,4.8795805,1.7937319,14.043298,1730.5831,32.7921,1.7898195,9.288898,6.6706076,2.6065829,0.001646832,6.561178,11.730486
,0.25-0.26-0.03-0.15-0.26-0.05,-6.490151,6.511025,1.3398956,4.160224,3.105553,13.252742,1520.8553,24.812857,1.7981393,6.475994,7.520932,2.8124936,0.12225303,6.599214,20.69035
,0.10-0.29-0.02-0.27-0.07-0.25,-2.3882453,8.496659,1.4586298,5.6103525,12.354427,12.85839,2294.641,14.612275,1.4934816,9.033431,4.366111,0.4835471,0.9999982,7.2732167,320.92007
,0.02-0.14-0.34-0.24-0.15-0.10,-4.979161,7.7838416,1.2872951,13.63434,4.6507545,13.364442,1732.721,18.456167,1.8955009,3.9526865,8.476502,2.5880089,0.017363122,7.92223,93.72595
,0.04-0.14-0.21-0.29-0.23-0.10,-1.3597755,5.3796315,1.4553325,4.526301,25.74333,13.680776,2558.709,23.423239,1.4893162,7.1258106,4.46072,0.5658019,1.0,10.247355,418.5723
,0.24-0.10-0.21-0.18-0.21-0.06,-17.633162,7.3548355,1.3489928,4.384391,1.3427254,14.18746,1668.8323,26.372305,1.7454857,7.5493345,6.6662493,2.6346817,0.6923397,6.168097,12.407649
,0.10-0.31-0.03-0.19-0.11-0.26,-8.41729,4.6393437,1.3621123,3.6526787,2.8947623,13.383457,1820.6095,25.206808,1.8755752,7.1474733,8.065454,2.0915098,0.46560842,8.007061,24.683598
,0.36-0.33-0.15-0.06-0.10,-0.1543704,3.265117,1.3726382,2.2294006,103.32179,11.866485,1344.0984,25.810886,1.7650161,9.571067,9.832804,2.1657984,0.00018915602,8.059474,6.966538
,0.14-0.15-0.16-0.16-0.12-0.18-0.09,-9.58056,8.043827,1.3626354,3.678038,2.7340107,16.012043,1635.853,22.881212,1.7406089,8.490501,7.385496,2.7064214,0.02884949,6.7307143,5.6215267
,0.28-0.27-0.07-0.30-0.05-0.04,-12.796175,8.886196,1.3594421,4.9119515,1.8264458,12.665561,1845.2809,15.482734,1.8827764,5.4467516,8.398903,1.7287996,0.9959085,7.961529,21.835629
,0.21-0.25-0.15-0.12-0.10-0.13-0.05,-3.8392396,5.1553483,1.3708699,5.9455004,4.4643784,15.322009,1118.6401,33.329247,1.7066475,13.186584,7.8422103,4.3326902,8.5512175e-07,5.566135,9.492908
,0.09-0.37-0.23-0.12-0.18,5.7532845,3.9296172,1.3677104,1.7554482,3.4316993,12.42235,1589.3567,12.335241,1.8416865,6.0666013,9.449349,1.4747908,0.99298334,8.4872465,10.316917
,0.23-0.20-0.20-0.23-0.13,3.561893,4.205195,1.3713143,1.9033763,6.6701355,13.420667,1770.2782,15.166776,1.8305087,5.0381284,8.667662,1.7455924,0.995606,8.255045,18.516008
,0.17-0.25-0.25-0.32,-5.2049775,2.5342827,1.4249501,1.7604507,5.4103236,11.628402,2421.7092,17.033684,1.7335021,14.4892025,5.126855,0.89305013,0.99940217,7.3697495,21.127483
,0.19-0.10-0.23-0.14-0.18-0.13-0.03,-7.392604,7.0648537,1.3528981,4.057987,3.4215317,15.3099785,1652.1267,26.040638,1.7641168,7.202228,7.2324452,2.7488303,0.052995432,6.6192555,11.977311
,0.20-0.06-0.25-0.17-0.12-0.14-0.08,-9.585998,7.948109,1.3520262,4.127228,2.6383085,15.3497505,1647.637,27.019522,1.7468989,7.7180586,7.021066,2.8904061,0.081790656,6.3794317,9.854085
,0.03-0.26-0.28-0.05-0.30-0.08,-4.773116,2.9584446,1.4029865,3.8990211,6.8943257,12.7105,2588.994,20.59163,1.8090801,15.836898,5.219526,0.6824515,0.9999573,8.745285,26.86629
,0.07-0.27-0.03-0.16-0.07-0.29-0.11,-10.676159,7.0031605,1.3805933,1.7730497,2.5055275,14.354764,1863.4514,11.991022,1.7600932,8.07178,7.678876,2.073415,0.015736584,7.483136,10.781825
,0.13-0.35-0.12-0.12-0.03-0.26,-6.511037,6.013631,1.3447759,3.0351615,3.3744082,13.306286,1651.1665,21.023714,1.826854,6.220626,8.327128,2.4715753,0.444144,7.53151,27.392729
,0.16-0.39-0.05-0.26-0.13,-6.6282673,4.9594865,1.365994,4.021573,3.2079504,11.99003,1773.4023,24.586222,1.7424707,6.4402485,6.8315835,2.3054886,0.011211488,6.668554,5.8063498
,0.25-0.16-0.10-0.19-0.31,-10.126313,6.5705304,1.3428051,4.2657347,2.0057926,12.828612,1583.2795,26.89077,1.7806325,7.2096043,7.365948,2.914223,0.4766975,6.4848223,6.2458324
,0.14-0.08-0.15-0.18-0.14-0.17-0.15,-12.803169,9.252497,1.3580444,3.637629,2.0805767,15.98432,1666.5063,23.062138,1.7593573,8.221737,7.3353195,2.8978064,0.17004873,6.561814,10.769192
,0.21-0.04-0.29-0.12-0.20-0.03-0.11,-5.393959,6.09851,1.3572359,4.4082174,4.6301556,14.639105,1706.0377,29.418266,1.7630227,7.8730235,6.9178424,2.6371727,0.05622137,6.6193275,8.710477
,0.31-0.29-0.10-0.20-0.02-0.07,-8.60546,6.744134,1.3248684,3.986023,2.2163134,13.068662,1459.399,29.179844,1.7766786,7.476189,7.2940745,3.1917415,0.67388356,6.244498,25.047602
,0.10-0.21-0.19-0.12-0.12-0.23-0.03,-9.094091,5.0921197,1.3643653,3.4006839,2.8227668,15.166964,1692.527,22.694878,1.7749039,7.7965193,7.841236,2.3359005,0.018881286,7.367811,19.266563
,0.07-0.29-0.18-0.07-0.08-0.08-0.10-0.12,-12.709943,8.071826,1.3656347,2.9860692,2.2272468,16.1699,1750.6709,18.38228,1.7533774,8.2745,7.4110575,2.3711479,0.0108453175,7.0513616,23.118992
,0.07-0.43-0.46-0.04,-0.16642118,2.185891,1.4271669,2.4359,121.19605,8.719267,2313.2068,16.621504,1.5667052,3.843916,4.579365,0.6283073,0.9999999,6.528328,27.628027
,0.05-0.22-0.22-0.10-0.14-0.28,-3.500564,7.4864626,1.4832991,5.3174777,9.41114,13.873752,2374.5767,21.564322,1.4410477,8.886386,4.265397,0.54397684,1.0,9.021177,551.02374
,0.04-0.14-0.14-0.21-0.33-0.14,1.1544526,3.685039,1.3843083,1.7184422,20.234097,13.880341,1682.907,15.402788,1.7374576,8.7548485,8.155725,1.6868837,0.93806165,7.953869,7.3094106
,0.27-0.15-0.22-0.20-0.15,2.5985491,1.2018065,1.4827788,4.099913,12.915403,13.1799345,2546.395,18.769152,1.4425398,8.186828,4.3746414,0.48574892,1.0,10.546595,628.9136
,0.22-0.12-0.04-0.21-0.18-0.22,-2.5051143,2.8157136,1.3756618,1.823629,9.897963,14.11044,1757.2462,11.3237505,1.7915572,7.509686,8.371896,1.4216903,0.8395216,8.181864,18.051893
,0.03-0.06-0.26-0.25-0.12-0.28,-0.13402988,1.936797,1.4560233,4.79783,226.81606,13.165515,2309.0552,14.833543,1.5375438,12.712988,4.5031385,0.6066234,0.99996984,6.9541674,123.25845
,0.12-0.09-0.19-0.19-0.10-0.29-0.03,-5.497065,6.980111,1.3541603,3.2548487,4.495885,14.816856,1667.9763,22.159685,1.8056376,6.9321127,8.172798,2.6457448,0.10080141,7.343866,12.349166
,0.15-0.29-0.20-0.12-0.04-0.21,-11.20124,5.3336434,1.3533598,3.5848136,2.13142,13.939958,1712.6696,21.485458,1.7828156,7.112027,7.531368,2.3184712,0.21928056,7.1359735,24.024696
,0.20-0.07-0.21-0.18-0.15-0.04-0.15,-8.717836,7.6005354,1.3445344,3.8708482,2.8410993,15.339133,1614.709,27.082056,1.7592671,7.6295643,7.182826,3.013826,0.1020165,6.4030285,8.176542
,0.16-0.23-0.05-0.21-0.13-0.22,-10.760924,5.2591915,1.3601902,4.308388,2.3734832,14.150742,1804.914,29.596943,1.8607525,8.403862,7.5360603,2.358971,0.0004635582,7.5557246,20.866314
,0.19-0.50-0.27-0.04,-2.2323635,2.015958,1.4328779,1.9131054,10.779987,9.474247,2540.0266,15.129516,1.6932174,13.585584,4.924891,0.6761758,0.9999913,7.6734967,29.734156
,0.16-0.16-0.21-0.22-0.21-0.04,-1.1309391,6.0556917,1.3549037,3.8080978,20.522617,14.160539,1639.0486,25.155767,1.7840426,6.5552063,7.647789,2.6586666,0.017744124,7.004171,15.119401
,0.17-0.12-0.13-0.32-0.08-0.17,-1.5716281,6.2748027,1.3440126,3.4745712,13.894099,14.116117,1546.9087,24.652319,1.8129067,6.678666,8.331242,2.886158,0.114887804,7.214874,13.974877
,0.17-0.27-0.05-0.16-0.20-0.15,-10.5525465,14.651748,1.4541295,6.9106975,3.3380923,14.193924,2481.7217,19.365913,1.4955027,10.0573015,4.4246225,0.49590582,0.9999999,9.239972,480.08664
,0.07-0.35-0.20-0.34-0.04,-1.3676842,1.4782043,1.4105437,3.709797,19.98433,11.465814,2383.8022,14.602955,1.628106,9.956293,4.8348675,0.5349739,0.9996619,7.021374,29.016981
,0.15-0.16-0.16-0.08-0.17-0.18-0.09,-13.585244,8.455533,1.356217,3.7197688,1.9805336,15.9186325,1690.2224,22.488916,1.7700295,7.6362624,7.312376,2.66305,0.12880848,6.694033,15.847922
,0.15-0.19-0.10-0.19-0.18-0.19,-28.753754,12.097528,1.3018637,8.345043,0.8563957,14.736794,1670.9596,20.20823,1.8170205,6.1827426,6.839367,2.601031,0.7537736,5.6474605,18.352581
,0.21-0.08-0.25-0.16-0.15-0.13-0.01,-6.0754037,6.7049007,1.3500503,4.132941,3.9984536,14.852708,1635.5411,27.205446,1.7635715,7.166603,7.241519,2.815665,0.055888258,6.597234,11.295979
,0.24-0.17-0.19-0.17-0.23,-3.1558464,2.1972847,1.4471188,4.610024,10.079721,13.288393,2393.8213,15.918877,1.6662565,17.912064,4.82073,0.7948536,0.999959,7.222612,23.093573
,0.14-0.03-0.13-0.20-0.16-0.05-0.23-0.06,-7.705792,7.8938966,1.3550739,3.6128714,3.3302145,15.921063,1611.823,23.00901,1.7805505,7.8322983,7.847574,2.8052924,0.039404787,6.9535275,8.043763
,0.24-0.23-0.10-0.35-0.07,-12.895491,8.701707,1.3339636,3.824738,1.3868463,12.166636,1469.9264,23.878897,1.8019283,7.8515596,7.9285383,3.268259,0.6657377,6.4988403,6.6248217
,0.22-0.06-0.20-0.07-0.17-0.20-0.06,-14.010317,7.7978926,1.3495226,4.2676477,1.8088539,15.36204,1649.6906,26.448027,1.7522799,7.5889306,6.9007916,2.7717354,0.7403272,6.2896214,10.141703
,0.23-0.11-0.18-0.16-0.13-0.18,-22.793844,9.006643,1.3529296,4.44117,1.0846932,14.691614,1682.8868,25.955986,1.7129102,8.016924,6.14968,2.5653787,0.25917137,5.7549324,13.051877
,0.17-0.34-0.22-0.15-0.12,-11.19585,5.087429,1.3514621,3.773931,1.9678879,12.823561,1718.1013,22.692225,1.7831974,6.6058607,7.3158426,2.3339784,0.18264283,6.963594,27.184938
,0.20-0.25-0.01-0.23-0.05-0.26,2.004535,1.4519234,1.4801395,4.6492543,15.112011,12.960543,2337.2915,14.14574,1.45612,9.03424,4.3139687,0.46641928,0.9999999,8.202526,533.38153
,0.09-0.13-0.30-0.14-0.24-0.11,-15.676168,7.4408455,1.3684685,3.1780164,1.6451049,14.072697,1832.5514,18.153467,1.7548137,7.6752267,7.1524863,2.3414478,0.019576553,6.901179,14.364084
,0.17-0.07-0.13-0.16-0.16-0.17-0.07-0.08,-10.865468,8.168012,1.3513803,3.7366185,2.575123,16.807482,1664.7297,24.721762,1.763685,7.682009,7.279069,2.8464463,0.24766693,6.593355,11.781075
,0.22-0.02-0.20-0.13-0.14-0.01-0.28,-8.632094,6.630392,1.3452486,4.1417437,2.602582,14.012632,1603.2483,26.935598,1.7741758,7.3877,7.4155455,2.8918164,0.2394823,6.6076026,7.904785
,0.47-0.17-0.26-0.10,-2.1236913,1.3111933,1.3417418,7.60891,4.857762,10.513894,981.2142,19.714357,1.5863564,12.148837,5.019369,3.9047456,0.44378337,3.488942,4.5350804
,0.24-0.07-0.28-0.22-0.19,5.4127927,3.7946792,1.364413,1.6673429,3.9556131,12.730291,1681.8873,13.607767,1.865407,3.3535004,9.3309555,1.4289529,0.9982552,8.544596,18.875135
,0.22-0.04-0.31-0.03-0.05-0.35-0.01,-6.2218547,6.644617,1.3349793,3.6477273,2.8416488,12.330226,1433.9009,24.42971,1.8140635,7.586377,8.488506,3.171017,0.2655533,6.958632,7.662589
,0.25-0.22-0.23-0.09-0.21,3.1655009,3.548224,1.3663108,1.7234333,6.996708,13.325712,1662.0569,10.92347,1.8473797,5.4507537,9.208415,1.3055272,0.9939229,8.502746,18.91246
,0.15-0.28-0.04-0.24-0.30,-10.135496,5.435679,1.3488319,3.4548407,1.9872276,12.153594,1657.2493,18.898973,1.8290634,5.6887417,8.060609,2.305678,0.23115143,7.3192735,22.91767
,0.09-0.18-0.33-0.15-0.25,-3.774629,2.0202165,1.383287,1.7126473,6.0550513,12.642673,1807.8114,10.987706,1.7804959,7.2442017,8.069556,1.3951306,0.782399,8.004144,10.127769
,0.16-0.22-0.22-0.04-0.18-0.03-0.14,-9.287576,5.6193075,1.3550515,3.837351,2.7121174,14.81213,1700.5652,23.294561,1.7732606,6.924992,7.3283854,2.3937943,0.13396919,6.9326243,19.726038
,0.23-0.28-0.20-0.13-0.14-0.03,-7.1183357,6.204781,1.3439322,4.1468306,3.0971196,13.672877,1612.4136,27.101044,1.7704537,6.8799314,7.162461,2.7108796,0.08368096,6.5777545,23.48466
,0.06-0.25-0.18-0.10-0.23-0.18,-10.844923,8.968991,1.3700137,2.8696804,2.3084192,14.146352,1769.6877,19.859625,1.7526982,8.406087,7.47666,2.7795582,0.011682969,6.8589835,6.7655544
,0.04-0.02-0.32-0.31-0.12-0.06-0.12,-2.6191707,2.3531232,1.4300165,3.2553072,15.05409,13.598664,2899.4917,18.269264,1.6562252,17.31581,4.9847603,0.55275375,0.99999964,12.047757,198.11069
,0.01-0.27-0.26-0.23-0.13-0.09,-5.3312964,2.7067456,1.4468663,3.33384,7.368117,13.168569,2982.9822,13.921517,1.80196,20.07895,5.3035483,0.6439405,0.99999356,12.039169,123.50563
,0.27-0.12-0.23-0.22-0.06-0.11,-22.43468,9.384116,1.3178957,7.469021,1.0256026,14.041868,1638.6041,27.835829,1.7513869,6.8779163,6.012947,2.3966265,0.036333773,5.350001,13.153406
,0.22-0.08-0.30-0.18-0.05-0.08-0.09,-15.455605,6.709652,1.3615296,4.6468115,1.7079494,14.796976,1783.9717,29.185995,1.7317787,8.866924,6.0778675,2.2522283,0.00038527738,6.157102,11.662849
,0.18-0.23-0.19-0.11-0.03-0.27,-12.43703,5.61441,1.3498393,3.8982954,1.8981003,13.701085,1722.9822,25.116611,1.8012216,7.531022,7.4636436,2.5093887,0.74433,7.0535936,21.272146
,0.22-0.15-0.12-0.21-0.24-0.06,-23.640997,11.054321,1.3878772,3.4689772,1.1395001,14.258802,1889.2832,8.549607,1.7321391,10.363876,7.13623,2.395215,8.264626e-06,6.9333463,20.443296
,0.23-0.15-0.31-0.18-0.13,-19.714231,7.691432,1.3568087,4.497505,1.0975151,12.9711895,1668.0554,25.384668,1.730449,7.686166,6.3898835,2.5568945,0.63787043,5.903929,4.6721478
,0.21-0.18-0.16-0.23-0.23,-12.4235735,5.7112117,1.348717,4.1072273,1.784674,13.381967,1656.8586,24.362602,1.7832291,7.0082383,7.267044,2.5423543,0.6563184,6.6766324,16.973833
,0.06-0.04-0.05-0.20-0.16-0.31-0.06-0.11,-17.015608,10.889357,1.3516146,10.215148,2.050423,15.30564,2279.4985,36.88038,1.9637176,12.766121,7.4744864,2.205005,0.7301629,10.387579,45.905773
,0.15-0.19-0.16-0.32-0.18,1.9516568,3.9553416,1.3817986,1.7489867,11.17399,13.029337,1673.7461,15.730747,1.7411282,8.862751,8.288179,1.8026772,0.14563157,8.003806,5.3877954
,0.33-0.34-0.16-0.05-0.11,-0.6123915,3.2881227,1.3718946,2.1270688,26.133934,11.778392,1358.7739,24.913239,1.7556164,9.63466,9.710895,2.1329336,0.0006685169,8.05682,6.6194158
,0.11-0.28-0.20-0.14-0.02-0.23-0.01,-10.580358,5.3895884,1.3574228,3.3219647,2.3048787,13.939176,1749.4893,19.464342,1.7932653,6.8056808,7.6947336,2.22904,0.12234544,7.321083,23.267464
,0.12-0.22-0.21-0.11-0.08-0.27,-10.161417,4.8721395,1.3618205,3.7391677,2.557563,14.147981,1836.9026,24.93205,1.8251898,8.180191,7.5893803,2.281221,0.012802914,7.573377,20.778114
,0.22-0.16-0.20-0.12-0.13-0.17,-8.199778,6.4974194,1.3447483,4.0750084,2.9029253,14.704348,1618.7959,26.60481,1.7771264,7.069832,7.355169,2.7923138,0.19662747,6.6549563,16.099363
,0.16-0.20-0.02-0.33-0.28,-4.2675,10.599394,1.4697278,5.9415536,6.2372007,11.86683,2242.9956,14.396419,1.4624226,9.510786,4.202157,0.4038749,0.9999993,7.4243946,473.6428
,0.31-0.30-0.22-0.01-0.08-0.04-0.03,-14.29406,5.399405,1.3487562,5.0606184,1.5280646,13.028218,1676.5334,31.76714,1.702169,7.0385375,5.698138,2.238171,0.00243728,5.5935264,6.1619325
,0.25-0.17-0.23-0.03-0.34,-3.563968,1.7109001,1.370954,1.8076785,6.1403146,11.984335,1826.0403,9.054246,1.8336985,5.33901,8.559688,1.4016255,0.9130985,8.307487,20.32211
,0.11-0.07-0.05-0.23-0.18-0.35,-9.463133,4.506062,1.3711926,4.094067,2.6652467,13.305097,1895.6329,28.774166,1.8885983,8.421889,7.7765846,2.2565982,0.400523,7.9977393,13.062823
,0.14-0.29-0.20-0.24-0.08-0.05,-10.807361,6.18591,1.3883891,2.730666,2.5944576,13.807615,2030.7079,21.741234,1.8858311,9.097851,7.719103,1.9029806,0.22748946,8.2712345,16.216146
,0.17-0.21-0.18-0.04-0.16-0.13-0.11,-9.653638,5.90765,1.3564827,3.9220605,2.6670086,15.596713,1650.7537,23.509823,1.7477963,7.7608423,7.22615,2.3518968,0.035523646,6.857753,18.132673
,0.21-0.15-0.13-0.22-0.14-0.15,0.7636072,3.5982256,1.3755714,1.8237004,33.612232,14.709854,1744.856,13.465298,1.7966824,7.1286054,8.45572,1.5733705,0.9533689,8.188856,17.214142
,0.15-0.32-0.05-0.26-0.22,-9.614196,14.3230505,1.4577157,6.8678985,2.9538782,12.28373,2311.9329,15.515482,1.4932864,10.245907,4.3179865,0.46779427,0.9999931,7.5680194,434.75146
,0.18-0.21-0.18-0.02-0.09-0.28-0.04,-16.489473,8.144821,1.341654,5.7134604,1.4885057,14.457531,1697.7083,25.581327,1.7894772,8.274081,7.384001,2.6586921,0.801347,6.7539854,20.317486
,0.09-0.35-0.40-0.15,-0.9919014,1.6022675,1.414508,2.5366857,24.548532,10.356719,2351.1016,16.786354,1.6335769,10.639304,4.692543,0.6356381,0.9999255,6.707584,26.10794
,0.07-0.20-0.13-0.11-0.20-0.09-0.21,-28.951822,14.411224,1.3359885,6.261778,0.9060562,15.601242,1681.4031,15.7668085,1.7956997,8.351674,7.4424343,2.893879,0.24889167,6.2416444,17.910727
,0.14-0.08-0.13-0.22-0.33-0.09,-12.545263,8.693291,1.355262,3.6027436,1.8029728,13.806976,1638.2129,21.279963,1.7953997,7.5335765,7.835599,2.795391,0.18776463,6.8662453,6.0779395
,0.21-0.16-0.09-0.02-0.19-0.09-0.04-0.20,-16.936962,7.096969,1.3460004,3.9761972,1.6087788,15.808402,1723.6292,25.716343,1.7324059,7.2608867,6.400051,2.4739914,0.02468276,6.14652,18.817064
,0.16-0.08-0.18-0.17-0.16-0.02-0.18-0.05,-8.119357,7.694044,1.3538797,3.794616,3.2433243,16.0603,1639.6769,24.320002,1.7748573,7.5102887,7.5530667,2.786109,0.045518845,6.800905,11.20127
,0.28-0.27-0.10-0.25-0.03-0.07,-7.9472637,5.037868,1.374827,2.4241886,3.154248,13.113758,1911.5525,17.75817,1.8729166,6.8444223,8.25686,1.6537,0.93447536,8.352651,23.06514
,0.24-0.22-0.30-0.24,-2.4422154,2.3664074,1.4594022,3.7990015,11.262353,11.48241,2395.41,17.042606,1.6519465,18.322048,4.703499,0.83207196,0.9999975,7.1373935,22.971193
,0.23-0.16-0.20-0.12-0.16-0.13,-7.889173,6.421563,1.3446059,4.2120705,2.9913309,14.678165,1607.7705,27.187256,1.7716093,7.012447,7.2114625,2.7845485,0.18546805,6.5369954,16.159637
,0.17-0.28-0.20-0.11-0.24,-4.368369,2.1419442,1.3795185,1.7894784,5.525833,13.012915,1854.9935,11.765825,1.7792197,7.1393757,7.9800506,1.5380648,0.7596364,8.020352,15.84582
,0.21-0.17-0.13-0.26-0.03-0.20,-11.320663,5.5911674,1.3725696,2.5916417,2.4412618,13.831195,1998.1425,19.178144,1.855881,8.661147,7.766827,1.9897211,0.14018317,8.153211,22.224394
,0.22-0.23-0.15-0.09-0.13-0.13-0.06,-13.389506,8.590083,1.3507621,4.2427053,1.9282978,15.502797,1665.4382,28.000017,1.7157903,7.9726973,6.482114,2.9060793,0.4499289,5.954861,7.2978473
,0.18-0.21-0.13-0.20-0.11-0.13-0.03,-3.9083633,6.43182,1.3469875,3.864979,6.09071,15.337924,1552.0159,27.572298,1.8065382,6.7673335,8.0815525,2.9427056,0.014256011,7.031286,19.50898
,0.21-0.23-0.11-0.15-0.16-0.14,-13.3129225,8.733622,1.3502558,4.176236,1.7866602,14.823717,1604.5682,25.621387,1.7459984,8.1533785,6.863305,2.8791637,0.4985545,6.1633253,19.749062
,0.03-0.12-0.05-0.12-0.13-0.20-0.31-0.05,-3.059869,5.1928067,1.3610768,6.441507,8.197512,15.344149,1634.7145,20.447502,1.8165045,8.124714,8.967765,2.0765243,0.0026990855,8.128246,25.100431
,0.08-0.14-0.19-0.24-0.18-0.18,-6.174975,8.181195,1.4559529,5.6348896,5.7438893,14.508581,2444.6475,27.008667,1.4779572,7.7551713,4.347213,0.6229942,1.0,9.60196,408.2412
,0.23-0.33-0.19-0.24,-4.307206,1.7587224,1.3762981,1.8207501,5.0219817,11.361207,1903.909,10.35794,1.8043025,5.8431983,8.049703,1.5916353,0.90990776,8.090059,19.9191
,0.31-0.32-0.22-0.01-0.12-0.02,-13.615097,5.042855,1.3479872,5.03689,1.4763528,12.089358,1662.6758,31.602886,1.7159665,7.1668186,5.95483,2.3903947,0.007107044,5.742408,5.7778816
,0.24-0.21-0.15-0.08-0.26-0.06,-12.6055565,8.217614,1.3435744,4.2355285,1.7691212,13.974226,1595.849,27.999062,1.7556188,7.978659,7.109232,3.0642807,0.6166909,6.2628064,6.878219
,0.06-0.17-0.09-0.13-0.09-0.21-0.02-0.23,-20.541388,11.672086,1.3589413,4.0105095,1.3500355,15.946619,1739.0269,16.649542,1.7719212,8.688464,7.5086823,2.7812998,0.010882631,6.676472,16.482267
,0.16-0.03-0.34-0.23-0.22-0.01,-11.399053,7.111937,1.4044708,5.1380405,2.6474702,12.510831,2412.2017,33.554737,1.5934331,9.113564,4.4923673,0.81855386,0.999634,8.833581,121.63972
,0.13-0.19-0.18-0.32-0.08-0.09,-3.0793579,2.7229886,1.4644358,3.663411,13.475959,14.146235,2933.4507,14.535893,1.6710083,21.035067,5.041844,0.7083579,0.9999999,12.627758,350.8703
,0.15-0.39-0.17-0.14-0.14,-10.414652,5.1009574,1.3508139,3.5412893,2.0977664,12.752142,1713.2417,21.182981,1.7988341,6.384244,7.593094,2.2944295,0.09395315,7.1772795,29.692144
,0.10-0.24-0.21-0.04-0.10-0.21-0.05-0.04,-12.227936,7.126951,1.3587689,3.135897,2.2805,15.659358,1780.7758,19.43592,1.7805349,7.2524176,7.5393515,2.3961957,0.120295495,7.1648054,21.716536
,0.21-0.17-0.06-0.29-0.18-0.09,-16.567692,9.521833,1.3852214,6.2872605,1.695919,13.997784,2007.2792,32.787964,1.5587013,5.3824916,4.2011576,0.7585565,0.013256836,6.0707283,57.78784
,0.22-0.18-0.22-0.12-0.12-0.14,-7.7541337,6.431194,1.345036,4.064506,3.068669,14.644732,1624.8071,26.759735,1.7743495,7.0564604,7.3165317,2.7743485,0.12979902,6.6597915,17.789343
,0.17-0.18-0.23-0.13-0.25-0.04,-6.4886255,7.5717344,1.3503335,3.7721543,3.4786317,14.013829,1610.6614,25.279015,1.7857249,7.442792,7.8014708,2.9404943,0.05141285,6.8595095,6.789848
,0.02-0.21-0.23-0.03-0.26-0.25,-8.489954,12.729211,1.4681872,6.600083,3.4375775,12.883023,2265.3743,16.910604,1.4640467,10.133561,4.2132564,0.46049726,0.9999789,7.8500395,564.39246
,0.17-0.26-0.14-0.18-0.01-0.24,-11.632979,5.556078,1.3500817,3.825079,1.9810088,13.601697,1694.2761,23.335905,1.8052198,6.865516,7.566691,2.4351897,0.5964835,7.0610194,22.179857
,0.06-0.06-0.41-0.06-0.39-0.03,0.48806363,4.7195926,1.3531966,2.5599597,34.202072,11.110918,1502.3799,21.791767,1.8564215,6.1733494,9.750141,2.2665408,0.22543769,8.13707,8.611568
,0.06-0.06-0.26-0.12-0.23-0.24-0.03,-13.054091,6.3936825,1.3909675,3.426871,2.5675764,14.381656,2330.5645,22.775726,1.8741884,12.196091,6.836282,2.01686,0.087039314,8.855063,22.470154
